,0,1,2,3
0,0.5282467218698997,1.6155531445179943,0.8928495018233538,1.3907329876477859
1,1.1640970250008824,-0.5477286548697362,-0.044266875985216274,-1.1695139861216421
2,2.022907601466319,1.511965668624953,-3.1969619294101688,-0.08450127394125576
3,2.1952887061135784,-0.8866890316131739,0.3978544614782403,0.6278233318533883
4,0.27737231947989766,0.2314364608957453,2.093955074757915,-0.5197169763081886
5,-0.8308369218210016,-0.4987490444236939,0.8367668230526788,0.3520410261977842
6,-0.8781399878157787,0.4058603674280964,0.04531212020737075,0.8630389271320721
7,0.41792960915605115,-1.9653925587404888,-0.3702997785010575,-0.5124420192321558
8,-0.65031603293185,0.8026709946647361,1.9552533559071383,0.27659509096091295
9,-1.3140120716964228,0.2976821016708931,1.0399782225032148,0.15747261312955924
