,0,1,2,3
0,1.080353157934934,-1.0495746499423708,0.1103721786074534,0.8328574775598074
1,-0.16117870876845902,0.5002223894080563,-0.41996088677133114,0.038675156082852304
2,1.716073379516734,0.8087017777684754,-1.1977241549304503,-0.5410406802799083
3,-0.10466496917426095,0.1006952342840589,-0.8365431843263572,-2.078645376009977
4,1.5215181425423336,-0.719553700475705,-0.32552474608586685,-0.38742086165901535
5,-0.33907768333886346,-0.6193538314269256,0.903882331239697,-0.8928035120947219
6,0.8561250212345446,1.159607526891028,-0.3789761020105462,-0.5969741668565509
7,0.17774636716231132,0.11737869244171158,1.4801861768924376,1.273479510655374
8,-0.006409006562228849,0.40288589142736175,1.2743831578961855,-0.022536714689238655
9,0.5338604133235157,-1.9992940456988104,-0.5282052805623544,0.17948581849304987
